,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
125,1,4,4,3,4,2,3,4,3,2,2,5,3,2,2,1,2,2,2,2,1,5,2,4,2,4,1,4,3,4,3,4,4,2,2,5,2,3,4,4,5,2,4,2,4,2,4,3,5,5
126,3,2,4,3,4,2,2,3,3,2,4,3,5,3,3,3,3,2,3,4,1,5,1,5,2,4,1,4,4,5,2,4,5,2,1,2,4,2,2,4,5,1,3,2,4,2,5,5,4,4
127,1,1,3,2,5,1,5,3,2,2,3,3,5,2,1,4,4,3,3,3,1,5,2,5,1,3,1,5,5,3,1,5,1,4,1,5,4,3,3,4,5,1,5,1,5,1,5,3,5,4
128,1,2,3,5,3,1,2,4,2,3,3,3,3,2,3,3,3,3,3,3,2,5,2,4,2,3,2,3,3,3,3,3,5,2,3,3,3,3,3,5,5,1,5,1,5,1,4,5,5,5
129,4,1,4,2,5,1,4,3,4,2,2,4,3,2,1,2,3,3,4,2,1,5,3,4,1,4,1,5,4,5,4,4,3,3,2,3,4,1,3,3,4,4,3,4,3,4,4,4,4,4
130,3,2,5,3,4,1,4,4,3,2,3,5,4,4,3,1,1,1,3,1,2,4,2,4,1,4,1,4,4,4,4,2,4,1,4,1,4,1,4,4,4,3,3,2,3,2,4,4,4,3
131,3,4,3,3,3,2,2,5,1,5,2,4,2,4,4,2,2,2,3,2,1,4,1,5,1,5,2,4,4,5,5,1,4,1,2,1,5,1,4,4,4,3,5,3,3,2,4,2,5,3
132,2,1,4,3,4,3,2,3,2,4,3,3,4,2,3,3,3,2,2,2,4,2,2,4,2,4,2,3,4,4,3,1,4,4,3,4,4,3,4,3,2,3,3,2,2,2,3,2,3,3
133,3,4,4,3,3,2,3,3,3,3,2,4,4,3,2,3,3,3,4,3,1,4,2,4,3,3,2,4,3,3,2,2,4,2,4,3,3,2,3,4,5,1,4,2,4,2,4,2,4,4
134,2,3,4,3,4,4,4,3,4,3,4,3,4,3,4,5,4,3,5,3,4,4,3,4,2,5,2,3,4,3,4,4,4,3,4,4,3,4,3,3,3,3,4,3,4,3,4,3,3,3
135,2,2,2,3,4,2,4,5,2,2,4,2,4,1,2,5,5,5,4,5,1,3,1,4,2,4,3,3,4,5,4,2,4,2,1,2,1,1,3,5,5,2,5,2,4,1,5,5,5,5
136,2,2,2,2,2,3,1,2,1,5,3,2,2,1,5,4,2,2,2,2,4,3,2,3,1,4,1,4,4,3,3,2,3,2,3,2,1,1,3,3,2,2,2,3,3,2,3,2,2,4
137,2,3,2,4,2,2,2,4,2,4,4,3,4,2,4,4,4,4,4,4,3,4,2,3,4,3,3,4,3,2,3,3,5,2,2,3,3,3,3,5,4,1,4,1,5,5,4,4,5,4
138,1,3,3,2,4,2,2,2,5,3,2,2,5,1,4,3,5,4,4,4,2,4,2,4,1,5,2,4,4,4,4,1,4,1,4,1,4,2,4,4,5,1,5,1,4,2,5,5,5,3
139,3,1,2,3,5,2,4,3,3,3,3,2,5,3,3,2,5,3,3,2,5,5,3,5,1,5,1,5,5,5,2,3,4,4,4,2,2,1,3,4,2,3,3,2,2,1,4,2,4,3
140,3,4,3,5,3,5,2,4,2,4,4,2,4,4,4,3,4,4,3,4,5,0,3,4,2,4,3,4,4,3,4,3,3,3,4,4,4,3,4,5,4,2,4,3,4,2,4,5,3,4
141,3,4,5,4,3,2,5,5,1,4,3,4,2,2,1,1,2,2,2,2,1,5,1,5,1,5,1,3,5,5,2,1,1,3,2,1,4,4,4,2,3,1,5,1,3,1,4,2,5,3
142,4,1,5,2,5,1,0,2,5,3,3,3,4,2,2,3,3,2,3,3,2,5,3,4,2,3,1,4,4,4,1,4,2,3,4,4,4,2,4,3,5,1,4,1,4,2,4,4,4,4
143,3,1,4,2,4,2,3,3,4,3,3,3,4,2,2,1,4,3,2,1,1,5,1,5,1,5,2,5,4,4,4,3,4,2,3,3,5,1,4,5,3,2,4,1,5,1,5,5,4,5
144,1,4,2,5,3,4,4,5,1,5,5,3,5,3,4,4,2,1,4,2,2,4,1,4,2,5,1,4,4,3,4,3,5,2,4,1,5,1,5,5,3,1,4,1,4,4,4,2,5,4
145,3,3,5,2,5,1,4,2,5,2,1,5,2,1,1,1,1,1,1,1,3,5,1,4,2,5,1,4,4,5,3,2,4,1,4,2,5,3,2,5,4,2,4,2,5,2,5,3,4,5
146,4,1,5,1,5,1,4,2,3,1,1,1,2,2,1,1,1,1,1,1,3,5,2,3,2,3,1,4,3,3,5,1,5,1,4,1,3,1,3,4,0,1,3,1,4,1,5,1,1,4
147,1,2,5,4,5,2,5,5,2,2,1,5,2,4,2,1,2,1,1,1,3,5,4,3,2,5,2,5,4,4,2,5,5,3,1,3,3,4,1,3,4,1,3,1,4,1,4,4,4,5
148,3,1,3,1,5,1,1,1,3,5,3,5,3,5,1,1,1,3,4,1,1,5,1,3,1,5,4,3,3,5,3,3,3,1,1,5,3,3,3,3,1,3,5,5,3,1,3,3,5,3
149,3,1,5,2,5,2,4,3,4,2,4,3,5,3,2,4,3,4,3,4,1,5,1,5,1,3,1,5,5,4,4,4,3,3,3,2,4,3,3,4,4,1,3,2,4,2,4,4,5,5
150,3,1,5,3,5,1,5,3,3,2,3,4,3,4,4,3,2,1,0,1,4,5,1,4,1,3,1,4,4,4,2,3,3,2,3,2,4,3,2,3,5,3,4,3,5,2,4,4,3,4
151,4,2,4,2,5,2,4,2,5,2,3,3,4,1,2,2,2,2,2,4,1,5,1,4,2,4,2,5,4,4,4,3,3,2,2,2,4,2,4,4,5,2,3,1,5,2,5,5,3,4
152,3,4,3,3,2,4,2,4,1,3,1,4,5,3,4,3,3,3,1,3,4,3,3,3,3,3,2,2,5,2,1,1,2,4,1,3,3,4,1,3,1,4,0,4,2,1,4,1,4,5
153,3,2,4,3,4,4,3,4,2,4,5,3,4,1,4,4,4,4,4,4,4,4,2,4,3,4,2,4,4,2,4,4,4,4,4,2,4,4,4,2,4,4,4,3,2,2,4,4,4,3
154,1,5,1,2,2,1,3,2,4,5,4,2,5,3,3,4,4,3,4,3,4,4,3,4,2,5,2,4,5,3,5,2,5,1,4,1,4,4,5,5,4,1,5,1,5,1,5,5,3,5
155,3,5,3,3,3,5,1,5,1,5,5,3,5,5,1,1,5,5,5,5,1,3,1,5,3,5,3,5,5,3,5,1,5,3,5,1,4,1,1,1,5,3,1,1,5,3,5,5,5,5
156,2,2,2,4,4,3,3,4,2,4,4,3,4,4,1,2,1,2,3,1,1,4,1,4,2,3,2,3,4,4,2,2,4,1,2,2,3,2,3,3,4,2,4,1,4,2,4,3,5,4
157,3,2,4,3,3,4,4,4,2,4,5,2,5,1,5,2,1,1,4,4,1,5,1,4,2,4,2,4,4,5,2,2,4,3,3,2,4,4,3,3,3,2,3,1,2,3,4,4,5,2
158,1,3,3,4,3,1,1,1,5,4,4,2,4,3,2,4,5,5,4,2,2,4,1,3,2,4,2,3,3,3,3,4,4,4,3,4,3,2,3,4,5,2,5,1,4,1,5,5,4,5
159,2,2,2,2,1,1,2,4,1,5,3,3,4,2,4,2,4,4,2,4,2,4,3,4,3,4,3,3,4,3,3,4,3,3,2,4,4,2,3,2,5,1,5,1,5,1,5,5,5,5
160,3,2,3,4,2,3,1,2,1,4,3,3,5,5,5,2,3,1,4,1,2,2,4,3,4,5,4,4,3,3,1,1,1,2,1,4,4,1,4,5,4,5,5,4,3,3,3,4,5,3
161,3,5,5,3,4,4,4,1,1,4,1,5,2,3,2,1,1,1,2,3,2,4,1,3,4,1,2,3,2,4,4,1,5,1,5,2,4,3,1,4,3,2,5,2,3,2,4,4,5,4
162,4,1,4,1,4,1,5,4,5,2,2,4,3,3,4,2,4,4,5,1,2,4,5,2,3,4,2,3,2,3,3,3,5,2,2,2,5,1,3,5,4,2,2,2,4,4,5,5,1,2
163,5,1,3,2,4,1,4,2,4,3,3,2,4,2,4,3,4,4,3,3,1,5,2,5,1,3,1,4,4,3,2,4,3,3,2,3,4,2,2,4,4,2,5,1,3,1,3,4,5,4
164,3,2,4,2,4,2,3,3,3,3,1,4,3,4,1,2,2,2,2,2,1,5,1,5,1,4,2,5,5,4,4,3,4,1,3,2,4,1,2,4,3,1,3,2,4,3,4,3,5,4
165,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3
166,5,1,5,1,5,1,5,1,5,1,3,4,2,2,1,1,3,3,4,3,4,5,5,2,2,4,1,4,2,2,2,4,2,2,2,2,2,3,3,3,5,3,3,2,5,2,4,5,4,4
167,3,3,4,3,3,2,4,3,3,3,4,3,4,2,4,3,4,3,4,3,2,5,4,4,2,4,2,4,5,5,2,3,3,3,2,4,1,4,1,2,5,1,4,1,4,1,5,5,4,5
168,1,5,1,3,2,4,2,5,3,5,3,5,4,4,5,3,3,3,4,4,0,5,1,5,1,5,1,2,5,3,3,3,5,2,3,4,4,2,3,4,3,2,5,1,3,1,4,0,5,4
169,3,3,3,3,4,2,3,3,3,3,2,4,4,3,3,3,2,2,3,2,2,4,3,4,3,5,2,4,5,4,2,3,4,2,2,4,2,3,1,3,4,1,4,1,5,2,5,3,2,4
170,4,2,4,2,3,1,4,4,2,4,4,3,5,3,5,4,4,4,5,2,3,3,2,3,4,4,3,3,4,4,4,3,1,4,2,5,3,3,2,3,5,4,4,4,2,3,4,4,5,2
171,4,5,2,4,1,4,4,5,4,5,4,4,4,1,3,4,3,2,4,4,1,3,2,4,2,5,2,2,4,2,3,4,4,3,3,3,3,3,1,3,4,1,4,1,4,2,4,4,5,4
172,2,2,4,4,3,3,3,4,3,4,2,3,4,2,3,3,3,4,3,4,2,3,4,4,4,4,2,3,5,3,2,2,3,2,2,2,4,3,4,3,4,4,5,2,4,2,4,4,4,4
173,1,4,3,4,2,2,2,4,2,4,4,2,5,2,4,4,4,4,4,4,1,4,3,4,2,4,2,4,4,3,4,2,3,4,3,2,4,3,4,3,4,3,4,3,2,2,3,2,4,2
174,1,4,2,5,2,4,2,4,1,4,4,2,4,2,2,4,4,2,4,3,2,4,1,4,2,4,2,4,4,2,2,2,4,4,4,2,4,2,4,4,2,2,2,2,2,4,4,1,5,2
175,4,1,4,2,5,2,5,2,4,2,3,4,5,2,4,2,3,2,1,3,1,5,2,4,2,4,2,4,4,4,4,3,4,3,4,4,4,2,4,3,4,2,3,2,3,3,4,4,5,2
176,3,2,2,2,3,1,3,4,2,5,5,1,5,1,4,5,5,4,5,5,2,4,1,4,2,4,2,3,4,2,2,3,5,2,2,4,4,1,3,5,5,1,5,1,4,1,5,5,5,5
177,3,3,4,4,3,4,1,3,5,4,3,5,1,3,4,1,1,1,3,3,5,3,2,3,5,4,5,3,4,5,1,1,3,3,4,3,5,4,5,4,5,5,5,3,3,3,3,1,3,3
178,2,1,4,4,4,1,4,2,4,2,5,1,5,2,4,4,4,4,5,4,1,4,4,4,2,4,2,4,4,4,2,5,4,4,1,5,2,3,2,2,4,1,5,1,0,1,4,4,4,4
179,5,5,4,4,1,4,2,4,2,2,4,4,4,1,2,2,4,4,2,2,5,4,4,4,1,2,4,4,2,2,5,4,1,4,2,2,4,4,2,2,0,4,4,1,4,2,4,2,2,2
180,4,3,2,3,3,3,1,2,3,4,2,5,2,4,4,2,3,1,2,2,2,3,1,4,3,2,2,2,4,3,3,2,2,2,4,4,4,2,3,2,2,1,5,1,5,1,5,2,5,5
181,3,2,4,2,5,2,4,5,1,5,5,3,5,2,2,4,2,2,2,2,1,5,3,5,1,5,1,5,5,5,3,3,5,3,2,5,3,2,3,4,3,2,5,2,4,1,2,2,5,5
182,2,1,4,2,4,1,3,3,2,1,3,4,4,2,2,2,2,2,1,2,1,5,1,5,1,4,1,4,3,4,4,1,5,2,1,3,5,4,3,3,4,1,5,1,4,1,5,3,5,5
183,3,1,4,1,5,1,5,2,3,1,2,3,4,5,4,1,1,1,2,1,1,5,1,5,1,5,1,4,5,5,4,3,3,1,3,2,3,1,1,3,5,1,5,1,4,1,5,5,4,5
184,2,5,1,5,2,2,1,5,1,5,5,2,5,1,5,5,5,5,5,5,2,4,5,4,2,4,2,4,4,2,3,4,5,5,1,5,4,3,2,4,5,3,5,3,4,2,4,5,4,5
185,2,4,4,4,4,2,2,4,2,4,4,3,4,3,4,2,2,2,2,2,2,2,1,2,2,3,3,4,3,3,3,4,5,1,1,3,2,3,2,5,4,1,5,1,4,1,4,4,5,5
186,1,1,3,4,4,2,3,4,1,4,4,3,5,1,3,4,5,5,3,4,1,3,4,5,2,3,2,4,4,3,3,2,2,2,3,4,3,3,3,4,3,3,3,3,3,3,3,2,4,3
187,3,2,3,2,4,2,1,4,1,4,5,2,5,1,5,5,5,5,5,5,1,5,1,5,1,5,1,5,5,5,4,3,4,2,0,3,5,1,4,3,4,4,4,2,3,1,4,4,5,3
188,1,5,4,5,3,2,1,5,2,5,3,3,5,1,4,3,4,4,2,4,1,4,2,5,2,5,3,4,4,3,2,4,4,3,3,2,4,2,3,3,5,2,3,3,3,3,5,5,4,4
189,4,1,3,1,4,2,4,4,3,3,4,2,4,1,4,5,4,4,5,4,2,5,3,3,2,4,2,3,4,3,3,4,4,4,2,4,4,3,5,5,4,2,5,1,4,1,4,4,4,4
190,3,3,4,4,5,3,3,5,2,2,5,2,5,3,3,3,2,1,4,3,1,5,1,5,1,5,1,5,5,4,2,3,4,2,2,2,4,2,3,3,3,4,5,2,3,2,3,3,5,3
191,4,2,5,2,4,1,3,3,3,2,5,5,4,4,5,1,4,1,3,2,1,3,2,4,2,4,2,5,4,4,3,4,3,2,2,3,3,4,2,3,3,2,4,2,4,1,4,3,4,5
192,4,1,5,1,5,1,5,5,1,2,4,4,1,4,4,4,3,3,3,2,1,4,2,5,1,5,1,4,4,4,2,2,2,4,2,0,2,4,2,4,1,1,1,2,4,1,3,1,4,4
193,3,3,3,2,4,2,4,3,4,4,1,5,4,3,2,3,1,1,3,3,2,2,4,2,3,2,3,4,2,4,4,4,2,1,2,2,4,3,2,3,5,1,4,1,4,2,5,4,5,4
194,5,1,3,2,5,1,5,2,2,4,5,1,4,2,4,2,5,4,5,5,3,3,3,2,3,4,2,2,2,4,2,1,4,2,2,2,4,2,4,3,2,1,5,1,5,1,4,3,2,5
195,1,5,1,5,2,4,1,5,3,5,5,3,5,2,5,5,4,4,4,5,4,5,2,4,3,4,3,4,4,2,4,2,5,3,2,4,2,3,4,4,2,2,3,2,3,3,4,2,5,4
196,5,2,5,2,4,1,4,3,4,3,1,4,4,3,2,2,3,3,1,1,3,3,3,4,4,4,4,4,4,4,2,1,4,1,2,3,3,3,2,4,5,2,3,3,4,3,5,5,4,4
197,3,2,3,3,3,1,1,2,4,4,4,3,4,3,3,3,2,1,3,2,1,4,2,4,2,4,3,4,4,4,2,4,3,3,2,2,3,4,2,2,1,3,3,2,2,2,3,1,4,4
198,3,2,4,0,5,2,4,4,2,2,4,3,5,2,4,4,5,4,4,2,1,4,1,5,1,4,2,5,5,5,2,4,5,3,1,1,2,2,2,3,4,2,3,2,4,1,4,3,5,5
199,3,3,3,4,3,3,1,4,2,4,2,4,2,4,4,1,1,1,4,2,2,2,2,5,3,3,3,2,4,3,5,4,5,2,3,3,4,1,4,2,5,1,5,2,4,1,5,5,4,3
200,4,1,5,2,5,1,5,3,4,3,5,3,5,1,5,4,5,5,4,5,1,5,2,5,1,5,1,5,5,5,3,3,5,4,4,4,4,1,3,5,5,1,5,1,5,1,5,4,5,5
201,3,1,5,3,5,1,4,5,5,4,4,3,4,3,2,3,4,3,4,2,2,4,4,3,1,3,1,5,5,4,4,2,4,2,4,1,5,1,5,3,3,1,2,1,4,4,5,4,4,3
202,4,1,4,2,4,2,3,3,4,2,2,3,4,2,4,2,4,3,4,2,2,3,4,2,4,3,4,5,4,4,2,4,4,4,2,4,2,2,1,4,3,2,4,1,4,2,4,3,4,4
203,1,5,3,4,3,4,2,5,4,5,4,3,5,2,3,4,3,1,4,4,1,3,1,5,3,5,2,4,4,5,3,4,4,3,4,4,4,3,3,4,4,2,5,1,4,1,4,3,4,5
204,1,3,4,4,4,2,3,3,2,3,1,5,3,5,1,1,1,1,1,1,1,4,1,4,1,4,1,4,4,4,5,1,5,1,5,1,3,1,4,3,5,2,4,3,4,1,4,4,4,4
205,3,3,4,2,5,1,4,4,4,3,5,3,5,1,4,5,5,5,4,4,1,5,4,5,1,5,1,5,5,4,4,5,4,3,3,4,5,1,4,5,3,1,5,5,4,1,2,3,5,5
206,3,4,3,4,1,3,1,3,0,1,5,4,4,4,2,3,5,4,2,4,2,4,4,4,2,4,2,4,4,3,3,4,4,4,3,4,3,2,3,3,3,2,4,4,4,2,4,3,1,4
207,4,3,4,2,4,1,3,2,4,2,1,5,1,5,2,1,1,1,1,1,1,4,1,4,2,3,2,4,3,4,4,3,4,1,3,3,4,2,4,4,5,1,5,1,5,1,5,5,5,5
208,2,1,5,3,5,1,4,3,4,2,1,5,1,5,1,2,1,1,3,1,1,5,4,4,2,1,2,3,4,4,4,2,4,1,5,1,4,2,3,4,5,1,4,1,5,1,5,5,4,5
209,4,3,5,2,5,1,3,3,3,3,1,5,4,5,2,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,3,4,3,3,3,3,1,2,4,4,2,4,3,3,1,4,3,4,4
210,3,5,5,5,3,2,4,1,5,2,3,4,3,5,1,2,2,1,4,1,1,3,1,5,3,5,2,4,3,5,1,5,1,1,1,5,2,4,2,3,5,1,5,1,4,1,4,5,5,5
211,1,4,4,4,3,2,2,4,3,4,3,3,4,2,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,3,4,2,4,2,4,1,4,2,4,4,5,1,5,1,3,1,4,5,4,3
212,5,1,5,3,4,1,5,2,4,3,3,4,2,5,2,2,3,1,2,1,3,4,3,3,2,4,2,4,4,4,4,3,5,2,2,3,3,5,3,4,2,2,4,2,4,2,4,4,4,5
213,3,1,4,3,4,2,3,3,3,3,2,3,4,2,3,3,3,2,3,3,1,4,2,4,2,4,1,4,4,4,3,3,5,3,3,2,4,2,4,4,5,1,5,1,3,1,4,5,5,3
214,3,2,4,4,4,2,2,1,2,5,2,3,4,4,3,3,2,1,2,2,4,5,1,5,2,5,2,4,5,5,4,1,5,2,5,2,4,1,5,5,4,3,5,2,4,1,4,1,5,4
215,1,4,5,3,3,4,3,2,3,5,3,3,4,2,3,3,3,4,3,3,4,5,1,5,2,5,1,3,4,4,3,1,4,2,5,1,2,1,3,4,2,3,3,3,3,3,3,2,3,3
216,4,3,4,4,3,1,2,4,2,4,4,2,4,2,4,4,4,3,4,3,4,3,3,2,3,3,3,3,2,4,3,3,4,3,2,2,3,3,3,3,4,3,3,3,4,3,3,4,4,3
217,4,1,4,1,4,1,4,2,4,1,1,5,1,3,5,2,2,3,2,1,0,4,4,1,4,2,2,2,2,2,2,2,3,3,2,2,4,4,2,2,4,2,5,2,4,1,4,2,1,4
218,3,2,4,3,4,3,3,0,4,4,4,3,4,2,3,3,3,4,5,4,4,4,4,4,2,4,2,4,5,5,2,4,4,2,1,5,2,3,3,2,1,3,5,3,4,2,4,1,4,4
219,2,2,3,3,4,3,2,2,3,4,5,2,5,3,2,1,1,1,1,1,2,4,1,4,1,4,2,4,4,3,4,3,4,3,3,4,4,3,5,3,4,2,3,2,3,3,4,2,5,3
220,3,2,4,3,3,2,3,3,3,4,3,3,5,3,2,4,4,3,3,2,1,5,1,4,1,4,1,4,4,3,5,4,4,2,3,2,5,2,4,5,4,2,5,2,3,2,4,3,5,3
221,5,3,3,2,3,1,4,3,1,3,3,0,3,1,1,3,1,1,3,2,2,3,2,4,3,4,3,4,3,3,4,2,5,1,5,1,5,3,5,3,2,3,3,1,5,2,5,1,4,5
222,1,5,2,5,1,5,1,4,1,5,1,3,2,1,1,2,4,4,2,5,4,1,3,2,3,4,4,2,4,4,2,5,5,5,4,1,1,2,1,4,5,1,4,2,3,1,4,4,5,5
223,3,4,4,3,5,2,4,3,3,3,2,2,3,5,3,2,3,3,1,1,2,4,1,3,3,2,2,4,3,3,4,2,4,2,3,1,4,2,5,4,5,2,5,2,5,1,4,3,5,5
224,4,4,3,3,3,3,2,3,3,4,4,2,4,4,4,3,4,3,4,3,5,4,1,4,2,3,3,3,5,5,4,3,3,2,3,3,4,2,5,3,3,4,3,3,3,4,3,2,5,3
225,1,2,3,2,1,2,1,3,3,5,4,2,4,4,3,3,3,3,4,4,2,3,2,4,2,4,2,3,3,3,4,4,4,3,2,4,3,2,2,4,4,3,4,2,4,2,4,4,5,4
226,4,2,2,1,3,3,1,1,3,3,2,3,5,2,5,5,4,4,5,5,3,3,1,5,2,5,3,4,5,3,2,3,5,5,3,3,5,3,1,3,3,5,5,1,5,1,3,1,4,3
227,3,2,4,3,4,3,4,3,3,2,4,3,4,4,3,2,3,2,2,2,4,4,3,4,1,4,1,4,4,3,4,2,3,3,4,2,4,3,3,4,4,3,4,3,3,3,4,2,4,3
228,3,3,2,3,3,2,5,5,3,4,3,4,4,2,4,4,1,1,3,5,2,2,3,5,2,4,2,4,3,5,1,2,3,2,1,5,3,4,2,2,4,2,4,1,5,1,5,4,5,3
229,1,4,3,5,1,2,2,4,2,4,5,2,4,2,2,3,3,3,3,4,1,4,1,5,2,4,2,4,5,4,4,3,4,2,3,4,5,3,4,4,3,2,4,1,3,2,5,3,5,3
230,0,3,2,4,3,2,2,4,2,4,4,4,5,2,4,2,4,4,2,3,2,4,2,4,2,5,2,4,4,2,4,5,5,3,1,5,2,2,4,4,4,3,5,2,4,2,4,5,5,4
231,3,5,5,5,5,1,3,5,2,5,1,4,1,2,1,1,1,1,2,1,1,5,1,5,4,5,1,4,4,4,5,1,5,3,1,5,5,1,5,5,4,1,4,1,5,1,4,1,5,4
232,2,2,3,3,4,2,4,3,3,5,1,4,1,2,3,1,2,2,2,2,3,4,2,3,2,2,2,4,2,4,2,4,2,4,2,5,2,4,1,2,4,3,4,2,3,2,3,4,5,3
233,3,3,4,5,3,1,1,5,2,5,3,3,5,1,1,2,3,4,1,3,1,5,1,5,1,5,1,5,5,3,3,2,5,2,1,4,2,1,3,5,4,1,5,1,3,1,5,3,5,5
234,4,2,5,2,5,2,3,1,5,1,2,4,2,2,3,2,3,2,1,1,1,5,1,4,1,4,1,2,4,5,5,2,5,1,4,1,5,2,4,4,4,2,5,2,3,1,3,2,3,4
235,3,2,4,2,4,4,4,2,3,2,3,3,4,5,2,1,1,1,3,1,5,4,1,4,2,4,2,4,5,4,5,1,5,1,5,1,5,1,5,5,3,1,3,3,5,2,5,3,5,5
236,1,4,1,3,5,1,2,2,3,4,2,4,3,4,1,1,1,1,1,1,2,5,1,5,1,2,1,5,4,5,3,2,5,2,2,4,4,3,2,5,5,1,5,1,4,1,5,3,4,5
237,1,2,2,4,3,2,1,4,2,4,4,2,4,2,3,4,3,2,3,3,1,4,1,5,2,3,2,4,5,4,4,2,4,2,2,1,4,2,4,4,5,3,4,2,4,2,5,5,4,5
238,3,1,4,2,4,2,2,5,1,2,2,4,4,4,2,1,2,2,2,1,1,4,4,4,1,2,1,3,3,2,4,2,4,2,4,1,4,2,3,3,5,1,5,1,3,1,4,3,4,3
239,1,3,3,3,3,1,3,5,0,3,0,3,3,3,3,3,1,1,1,1,1,5,3,4,1,5,1,5,4,3,5,3,5,1,3,3,3,1,3,3,3,1,5,1,5,1,5,3,5,5
240,4,2,4,3,4,3,4,3,4,3,4,4,5,2,4,4,4,4,3,4,1,4,1,5,2,5,2,4,5,5,2,4,4,5,1,5,3,5,2,5,3,1,5,1,5,1,5,2,5,5
241,3,2,4,3,4,2,3,3,4,5,4,2,5,3,5,5,5,5,5,5,2,4,4,4,2,4,3,4,5,4,5,4,4,3,1,4,2,3,1,3,3,3,5,2,4,1,4,4,4,4
242,4,1,5,4,5,2,2,4,3,2,3,3,3,5,2,4,4,3,4,2,2,4,4,4,1,4,2,2,4,4,2,4,3,4,2,4,4,1,3,0,2,2,5,3,3,2,4,3,3,3
243,2,2,4,3,4,3,2,2,3,3,4,2,4,2,4,3,3,2,2,2,1,4,2,4,2,3,2,2,4,3,4,4,4,2,3,3,4,2,3,4,3,2,4,3,2,2,4,3,5,2
244,3,2,4,2,3,3,3,3,4,3,1,4,2,5,1,1,1,1,1,1,1,4,1,4,2,2,2,1,2,4,4,2,4,1,4,3,5,1,4,4,2,2,4,1,4,2,4,1,2,4
245,4,4,5,4,4,2,5,4,3,2,3,2,5,2,4,3,4,1,2,4,5,5,1,5,1,5,1,5,5,5,4,3,5,1,5,1,5,2,5,4,2,1,4,3,5,1,3,1,5,4
246,2,2,4,3,3,3,3,5,1,4,4,3,5,2,4,4,3,2,3,3,2,4,2,5,2,4,2,4,4,3,4,2,3,2,3,3,4,3,4,4,2,4,2,2,3,4,4,2,3,3
247,4,1,4,3,1,4,1,3,3,5,4,3,5,4,5,3,2,1,4,2,5,5,1,4,1,4,2,5,4,3,3,3,5,5,3,3,3,4,4,3,2,2,4,2,1,2,2,2,3,3
248,2,4,2,4,2,3,1,4,4,5,4,1,5,1,2,3,2,2,1,4,2,3,3,4,1,3,2,3,5,3,2,4,4,4,1,4,2,3,3,3,4,1,4,1,2,1,4,3,5,3
249,1,5,3,4,2,2,1,5,1,5,4,3,4,2,3,4,3,4,4,4,2,5,4,4,1,3,2,5,3,3,3,1,5,2,2,1,5,3,2,4,4,1,1,1,2,5,5,4,5,2
250,3,2,5,2,4,2,4,3,3,2,1,4,2,5,2,1,2,1,2,1,4,4,2,4,2,3,4,4,4,4,0,1,5,1,4,1,4,2,4,4,4,2,2,2,4,4,5,3,3,4
251,3,3,4,4,3,2,2,3,2,5,4,3,2,5,2,2,1,1,4,1,1,4,2,3,1,5,2,5,4,3,4,5,4,1,1,4,3,1,3,4,5,3,4,1,5,2,4,5,3,4
252,1,5,3,5,1,5,1,5,2,5,3,3,5,3,2,2,2,2,4,4,2,3,3,4,3,4,4,3,3,3,3,2,4,3,1,1,4,1,2,3,3,2,4,4,3,2,3,2,4,3
253,1,3,4,4,3,3,1,3,2,5,5,2,5,3,5,5,5,5,5,5,3,3,4,2,4,3,2,2,2,1,2,5,1,4,1,4,5,4,4,2,3,1,2,2,1,4,1,4,3,1
254,2,2,4,2,4,2,4,2,2,4,2,4,4,2,2,2,2,2,2,2,2,4,4,5,1,4,2,4,4,4,1,4,2,5,1,5,2,3,1,2,2,2,4,2,3,2,2,2,4,4
255,2,3,3,4,4,3,3,4,4,3,4,3,5,2,3,4,4,0,4,4,2,4,3,4,2,4,2,3,4,3,3,2,3,2,3,2,4,2,4,3,3,3,4,3,2,2,3,2,4,3
256,1,1,5,3,5,1,1,5,3,3,1,5,1,3,3,1,1,1,1,3,1,5,1,5,1,5,3,5,5,5,1,3,5,1,3,3,3,1,3,5,3,1,5,3,3,1,5,1,5,3
257,1,5,2,5,2,5,1,5,1,5,3,2,5,2,4,3,3,2,5,3,3,1,4,2,2,5,2,3,3,4,4,3,5,3,3,4,4,4,4,4,5,2,5,1,4,1,4,5,5,5
258,3,1,4,4,4,2,3,5,4,5,3,4,3,1,2,2,4,3,4,2,4,4,4,5,3,3,2,5,4,4,5,2,4,2,3,2,4,1,3,3,3,3,5,2,4,1,4,3,5,3
