,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
12007,2,1,3,3,2,1,1,4,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,2,3,2,3,3,2,3,3,2,2,2,3,3,1,3,2,2,1,4,1,4,1,4,4,1,4
12008,3,3,4,3,4,4,3,4,3,4,4,4,4,3,5,3,3,2,4,2,2,4,4,4,2,4,2,4,4,4,4,2,4,2,3,3,4,3,4,3,3,3,4,4,4,2,4,2,4,4
12009,5,1,5,1,5,1,5,2,4,1,2,3,2,4,2,3,3,1,2,1,3,5,4,3,3,3,1,2,2,4,4,3,5,4,1,4,2,4,1,2,4,2,5,2,4,1,5,4,3,4
12010,2,4,5,3,4,5,1,4,4,5,3,3,5,4,3,0,4,4,5,4,1,4,2,5,1,5,2,4,5,3,3,4,4,2,1,4,3,2,5,2,2,2,4,2,5,3,4,2,5,5
12011,3,4,4,4,3,4,3,5,3,5,3,5,1,1,3,3,3,1,3,1,1,5,1,5,3,5,1,5,5,5,5,1,5,1,5,1,4,1,4,5,3,1,5,1,5,1,5,2,5,5
12012,3,2,3,4,3,4,4,4,3,3,4,4,4,2,4,5,4,4,5,4,4,4,2,4,2,4,2,3,4,3,3,2,3,4,3,3,4,3,4,4,3,2,4,2,4,2,2,3,4,4
12013,3,4,3,4,2,2,3,5,2,3,2,0,2,3,2,2,2,2,2,2,2,3,1,3,4,3,3,3,3,3,4,4,5,2,2,3,4,2,3,3,2,1,4,2,3,5,5,3,4,4
12014,3,4,4,5,3,4,1,4,2,5,4,4,4,3,2,5,4,4,5,2,1,2,2,3,3,4,4,4,3,3,3,3,5,3,3,4,5,3,4,4,3,3,5,2,4,2,3,4,4,4
12015,2,5,5,1,5,3,5,2,3,5,1,5,1,5,5,1,3,1,4,1,3,2,3,1,5,5,3,3,5,5,5,5,4,4,1,1,5,3,5,5,3,3,5,1,4,1,4,1,1,3
12016,1,4,2,2,1,3,1,5,5,5,4,3,4,3,5,4,3,5,3,4,3,4,1,5,1,5,1,5,5,3,1,4,5,5,1,5,1,3,5,5,1,1,5,5,4,1,1,1,4,5
12017,4,4,2,4,2,3,2,4,3,5,3,3,2,3,3,2,4,4,2,3,3,4,4,4,2,4,2,4,4,4,4,2,3,1,1,4,3,3,4,3,4,4,4,2,4,4,4,3,4,4
12018,2,2,4,3,4,2,0,4,2,3,4,3,3,3,2,2,2,2,2,1,1,5,2,5,1,4,1,4,4,4,3,5,3,3,2,5,3,2,2,3,5,1,4,1,3,2,4,5,4,4
12019,4,3,4,2,4,1,4,3,4,4,4,3,4,4,2,3,2,1,2,2,1,4,1,5,2,4,1,5,4,4,5,2,5,2,3,1,4,1,4,5,4,2,4,1,4,1,4,4,4,4
12020,3,1,2,5,4,2,4,4,2,5,5,2,5,3,4,5,5,5,2,4,4,4,5,5,2,3,2,4,1,3,2,4,4,5,1,2,4,4,3,3,2,2,5,2,4,5,3,2,4,5
12021,4,1,4,2,4,2,4,2,4,2,5,3,4,2,2,3,4,4,3,3,1,5,3,4,2,5,1,4,4,4,3,2,3,2,4,2,4,2,4,3,4,2,4,3,4,1,4,3,4,4
12022,3,3,4,3,4,2,4,4,4,5,3,4,4,4,4,4,4,2,5,2,1,4,3,5,1,5,1,4,4,5,4,4,4,1,3,2,4,4,1,3,4,2,4,2,4,2,4,3,5,3
12023,1,3,3,4,5,5,3,5,4,5,4,4,4,3,5,1,3,3,1,1,4,4,3,2,2,5,2,5,5,5,5,3,5,1,5,1,4,5,5,5,3,1,5,5,5,5,5,4,5,4
12024,4,2,3,3,5,2,4,3,5,5,2,4,2,2,1,1,3,3,2,4,4,3,4,2,3,1,3,2,1,4,2,5,3,4,2,4,2,4,2,2,5,3,3,2,3,2,4,4,4,5
12025,3,1,3,2,3,2,3,2,4,4,4,4,4,3,3,3,4,4,4,3,1,4,3,4,2,4,2,4,4,4,2,4,4,4,2,2,3,3,2,3,5,1,4,2,4,2,4,4,2,4
12026,1,4,2,5,1,3,1,5,1,5,3,3,4,2,1,2,1,1,1,4,4,2,1,4,3,4,4,4,2,5,4,2,5,1,2,1,4,2,4,5,5,2,5,1,4,1,5,1,4,5
12027,2,2,2,5,5,1,1,4,1,3,5,1,5,1,5,5,5,5,5,5,5,2,5,3,2,3,2,2,2,5,1,5,4,2,2,2,2,4,5,3,3,1,5,2,3,1,4,2,2,3
12028,3,2,4,3,4,3,5,3,4,3,2,4,2,4,3,2,3,3,2,2,4,5,2,5,1,4,1,5,5,5,3,3,3,3,3,4,3,3,2,3,3,3,3,2,3,4,3,1,3,5
12029,3,1,5,3,3,2,3,5,3,5,3,5,5,2,3,3,4,3,4,3,1,5,3,5,1,5,2,5,5,5,3,5,3,3,3,5,4,3,5,3,5,3,5,3,4,2,4,5,5,3
12030,4,3,4,1,3,2,3,4,3,2,2,4,3,3,4,2,2,2,3,2,2,4,4,4,2,3,1,4,4,4,4,1,4,1,4,1,3,3,4,4,4,2,4,1,4,1,4,2,4,5
12031,1,2,2,4,3,3,2,2,3,4,3,5,4,5,2,3,3,3,2,4,1,4,1,5,2,5,2,5,5,4,3,5,3,3,1,5,4,3,4,5,5,1,4,2,3,1,4,4,4,4
12032,3,1,5,1,5,1,2,2,4,1,1,1,2,2,1,2,2,2,2,2,1,5,2,5,1,5,1,5,5,2,4,2,5,1,5,1,4,1,2,3,5,1,5,1,5,5,5,5,5,5
12033,1,4,1,3,1,5,1,5,1,5,3,3,3,3,5,5,5,5,5,3,3,4,5,3,5,1,4,2,2,3,3,4,3,3,1,3,5,5,3,5,3,1,2,1,5,4,3,2,5,1
12034,3,1,5,3,5,2,4,3,4,3,5,1,5,1,5,5,4,3,4,4,2,4,3,4,3,5,2,4,4,4,4,3,4,2,4,3,5,1,4,3,3,5,5,5,3,3,3,3,3,3
12035,3,4,4,4,3,2,4,4,5,3,2,4,2,3,2,2,0,3,2,2,1,4,1,4,1,4,2,4,4,2,2,4,3,2,2,4,3,3,2,4,5,1,5,1,5,1,4,5,5,5
12036,3,1,5,1,5,1,5,3,3,1,5,3,5,2,5,5,5,5,5,5,1,5,1,5,1,3,1,5,5,5,3,5,5,5,2,3,5,3,3,5,5,3,5,3,3,1,5,5,5,5
12037,2,4,3,1,4,2,5,1,4,2,5,2,5,1,1,4,5,5,4,5,1,3,1,4,2,4,1,1,5,4,2,5,2,5,1,3,1,3,0,1,3,1,0,1,4,5,2,3,5,3
12038,1,1,5,5,5,1,5,5,2,5,5,3,5,3,5,5,5,5,2,3,3,5,3,3,3,5,1,2,3,3,1,5,5,5,1,5,5,5,1,4,5,1,5,1,4,1,4,5,5,5
12039,3,3,5,3,3,2,2,4,3,5,3,2,4,2,3,2,3,1,2,2,5,4,1,3,5,4,1,5,3,4,4,1,5,2,3,1,4,1,3,4,3,5,5,4,4,1,5,1,4,2
12040,3,4,5,3,5,2,3,4,3,2,3,5,3,4,4,2,2,2,2,2,1,5,1,5,1,5,2,4,4,4,4,5,2,3,1,4,4,3,3,4,5,2,5,2,3,2,5,4,2,4
12041,2,2,2,4,4,2,2,5,1,5,4,4,5,3,4,5,4,2,4,4,2,3,2,3,2,4,3,4,4,3,3,2,2,3,4,4,4,3,3,3,4,3,4,2,3,2,4,5,5,4
12042,3,2,3,3,3,2,3,3,4,5,4,2,4,2,2,4,2,2,4,4,2,4,2,3,3,5,2,3,3,4,4,1,4,3,4,4,5,2,4,4,4,2,4,2,4,2,4,3,5,4
12043,1,2,3,3,4,2,3,3,3,3,1,4,3,5,4,2,1,1,1,1,2,3,3,2,5,4,4,1,1,5,1,3,2,5,2,5,2,1,3,4,1,3,5,3,5,1,5,1,1,5
12044,1,4,2,5,2,5,1,5,1,5,0,2,5,1,5,4,5,4,5,4,5,5,4,2,4,3,4,2,1,2,4,5,4,4,1,1,3,3,4,3,5,3,5,1,4,1,5,4,5,4
12045,2,3,2,4,3,2,4,4,1,4,4,3,5,2,4,3,5,5,3,3,1,2,2,5,1,4,2,4,5,4,2,2,4,4,2,3,4,4,1,4,3,2,4,2,3,2,4,3,4,4
12046,3,3,4,4,3,2,1,2,4,4,1,5,2,4,2,2,1,1,2,1,4,2,1,2,4,4,4,2,5,4,4,2,4,2,4,1,4,4,4,5,4,4,4,2,5,1,4,4,2,5
12047,4,1,5,1,4,1,4,2,4,1,1,4,3,4,1,1,2,1,2,2,1,4,4,4,2,4,2,4,5,4,2,4,4,3,2,4,3,1,4,3,5,2,5,2,4,1,4,5,4,5
12048,1,4,4,5,5,2,2,5,1,4,1,5,2,4,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,2,4,5,1,4,2,5,2,5,5,1,4,5,1,5,1,5,5,5,5
12049,4,4,3,4,4,3,3,2,3,5,1,4,4,2,2,2,4,3,2,2,2,3,1,4,1,1,2,5,1,3,3,5,4,3,2,2,4,3,3,4,5,1,5,3,4,1,5,2,4,5
12050,3,1,4,3,5,2,3,4,2,2,3,4,5,4,3,2,4,3,3,2,4,4,4,4,4,4,2,3,4,4,4,1,5,2,3,1,4,3,4,3,3,3,5,3,3,1,3,2,3,3
12051,5,1,5,2,4,1,4,2,4,2,2,4,4,4,3,2,2,2,2,2,2,4,4,4,2,3,2,3,3,0,2,4,3,2,2,4,2,2,3,3,4,1,4,2,4,2,5,4,4,4
12052,3,3,2,4,2,4,3,4,2,3,4,2,2,5,2,4,3,5,4,3,4,2,3,2,5,1,4,2,1,2,4,5,2,2,1,2,2,3,3,3,2,1,3,3,3,2,3,3,2,3
12053,2,3,4,3,3,3,2,3,2,4,3,3,4,3,3,3,3,2,3,3,4,4,2,4,2,4,2,5,4,4,3,2,4,2,4,2,4,3,3,0,2,3,3,2,4,2,4,3,4,4
12054,4,2,5,2,4,2,2,4,5,2,1,5,1,4,2,1,1,1,1,1,5,4,4,2,2,4,2,2,2,5,2,4,2,4,2,5,2,2,1,2,5,2,4,2,4,1,5,5,4,4
12055,5,2,1,2,5,2,5,2,1,2,5,1,5,1,4,4,5,5,5,5,1,4,4,5,1,5,4,4,5,4,4,2,5,5,4,2,3,1,1,5,4,2,4,4,5,2,5,2,5,4
12056,1,1,1,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0
12057,2,4,4,4,4,3,4,3,4,5,5,3,5,3,4,4,3,3,5,2,2,4,1,4,1,4,2,4,5,5,4,5,4,3,1,4,5,2,5,4,5,3,2,2,5,4,4,5,3,5
12058,2,5,3,2,1,4,1,5,1,5,2,5,4,2,3,4,4,5,5,5,4,4,1,3,3,4,3,3,3,3,3,5,3,4,1,5,4,4,5,2,5,1,5,1,3,1,2,3,4,5
12059,2,2,5,2,5,2,5,3,4,5,1,5,3,4,1,1,2,1,1,1,2,5,1,5,1,5,1,5,5,5,3,5,3,5,3,5,4,2,3,3,3,1,3,1,3,3,5,3,5,3
12060,2,2,3,3,4,2,2,3,4,5,5,3,5,1,5,0,2,2,2,3,1,5,1,5,1,5,1,5,4,5,4,4,5,5,3,3,4,3,3,5,5,1,5,1,5,1,3,4,5,5
12061,3,5,3,5,1,5,1,5,1,5,3,5,5,1,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,3,5,5,1,3,1,3,3,3,3,1,4,3
12062,3,3,3,3,3,3,3,4,2,4,2,4,3,4,2,2,2,3,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,4,2,3,2,4,3,4,4
12063,4,2,2,4,2,4,2,5,1,5,4,2,4,1,2,2,4,4,5,5,2,3,1,4,2,4,2,5,4,5,5,5,3,2,1,5,5,4,3,3,4,1,5,2,4,1,4,4,4,5
12064,2,1,3,2,4,1,2,5,2,4,4,2,5,3,4,5,1,1,4,2,4,5,1,4,3,5,1,5,5,4,1,3,3,5,2,4,2,2,1,4,2,5,3,3,4,2,5,1,5,4
12065,5,1,5,1,5,1,5,1,5,1,1,1,5,2,2,2,3,2,4,2,2,5,2,5,3,4,1,2,5,5,2,4,4,2,2,4,4,1,2,4,5,2,2,3,5,5,5,5,1,5
12066,3,4,2,1,5,2,1,3,4,4,1,3,2,1,4,5,5,5,5,1,2,2,5,1,5,5,5,1,1,3,5,1,5,1,5,1,5,1,5,3,2,3,4,1,5,1,5,1,3,4
12067,1,1,3,1,5,3,5,0,1,0,3,4,5,3,1,4,2,3,3,4,4,2,2,4,3,4,3,0,2,2,2,3,2,3,0,2,4,2,2,2,1,2,2,4,5,2,3,1,5,2
12068,3,1,2,3,5,1,4,3,4,3,5,1,5,1,3,5,5,5,5,5,1,5,2,5,1,5,1,4,5,3,1,5,2,5,1,5,3,4,2,2,4,2,4,2,2,2,3,2,4,3
12069,1,4,2,5,3,5,1,4,4,5,3,5,4,2,4,3,2,1,5,3,4,2,3,5,1,4,1,3,4,2,3,4,3,3,2,2,3,3,5,1,2,3,5,1,1,2,2,1,5,1
12070,5,2,5,2,5,1,5,3,5,1,1,5,3,4,1,1,1,1,1,1,1,5,1,5,1,4,1,5,0,5,5,3,5,1,3,2,4,1,4,4,3,1,4,1,4,1,5,3,3,4
12071,1,3,5,4,4,1,2,5,1,3,3,4,4,5,3,2,1,1,4,1,1,5,3,4,2,5,2,4,5,4,4,1,5,1,4,1,3,1,2,4,4,1,4,1,4,1,4,3,5,5
12072,5,5,5,3,4,3,5,3,5,3,4,4,4,3,5,1,4,1,1,2,4,3,1,5,1,5,1,5,5,5,3,5,5,3,4,3,5,3,3,3,1,5,5,3,5,1,4,4,5,5
12073,3,2,2,2,5,1,2,3,2,3,3,3,3,3,1,1,2,1,3,2,1,4,3,4,2,3,2,4,5,5,4,2,5,1,3,2,5,2,3,4,5,1,4,2,5,2,5,5,5,5
12074,4,1,5,2,5,2,5,2,4,2,5,3,5,2,2,4,2,2,3,2,1,4,1,4,2,5,2,4,4,4,4,4,4,2,3,3,3,3,4,4,3,1,5,2,4,2,4,2,4,4
12075,2,3,3,4,2,4,2,5,1,4,5,3,5,1,1,0,5,4,5,4,1,4,2,4,1,4,2,3,4,4,4,5,5,3,2,5,3,4,2,4,4,1,5,1,3,1,4,4,5,5
12076,3,3,5,3,3,1,4,4,3,5,5,2,5,2,1,4,5,4,4,4,2,4,3,5,2,2,2,4,5,5,4,1,4,2,2,2,4,3,4,4,4,3,5,2,4,2,5,4,5,5
12077,2,2,3,3,4,4,2,2,5,5,3,3,5,3,1,3,4,2,3,3,4,1,4,2,5,5,5,3,3,5,1,5,2,1,1,5,2,3,1,4,1,2,1,4,3,4,5,5,3,4
12078,1,4,3,4,3,4,1,5,1,4,2,4,3,2,1,2,3,2,2,3,1,3,1,4,2,4,3,3,4,3,2,1,4,4,2,3,4,2,3,4,2,2,2,1,2,4,2,2,4,2
12079,2,2,3,3,2,3,2,2,2,5,2,4,3,2,3,3,2,2,3,2,2,4,4,4,2,5,2,4,4,4,3,3,4,3,3,2,3,2,2,4,5,2,5,3,4,1,4,3,4,4
12080,5,1,5,3,3,1,5,1,1,5,5,5,5,1,5,5,5,5,5,1,1,5,5,1,5,3,1,5,5,5,5,1,5,1,3,1,5,3,3,3,5,1,5,1,5,1,5,3,5,5
12081,3,4,3,4,3,1,2,4,4,5,4,4,5,2,2,1,3,2,2,3,1,4,2,5,2,3,2,4,4,3,2,2,5,4,1,2,5,3,4,4,2,1,5,3,5,1,5,2,5,5
12082,3,4,4,3,3,3,1,1,2,1,3,3,4,2,2,3,3,3,4,3,4,3,1,4,3,4,3,3,4,4,5,1,4,3,4,4,4,1,4,4,5,1,5,1,4,1,4,3,5,4
12083,4,2,5,0,4,3,4,3,4,4,2,5,2,3,2,2,4,2,3,3,2,4,3,4,4,4,2,4,2,4,2,4,3,2,2,4,3,5,0,3,4,2,3,2,3,4,4,4,4,3
12084,3,2,4,2,2,1,4,2,5,3,4,3,3,3,4,3,3,1,4,2,1,4,1,4,2,4,1,3,5,3,2,5,5,3,1,5,3,4,3,2,4,2,4,3,3,1,5,4,4,4
12085,4,2,4,2,4,2,4,2,4,3,4,3,4,3,2,3,3,3,3,2,1,4,1,5,1,4,1,4,4,4,4,2,5,2,2,2,4,2,5,5,5,1,4,2,4,2,4,4,3,4
12086,5,4,4,4,3,3,2,3,4,3,3,5,3,2,4,3,3,3,3,2,3,4,3,5,3,3,3,3,3,3,5,1,4,1,0,3,3,4,3,4,3,5,3,3,4,2,2,4,4,4
12087,3,2,3,3,3,2,3,4,2,4,0,3,4,3,2,4,4,4,4,2,2,4,1,5,2,5,2,4,5,4,5,2,3,2,3,2,4,2,5,4,3,2,3,2,4,2,4,3,4,4
12088,2,4,3,5,1,5,1,5,1,5,4,4,2,2,5,5,4,4,2,4,1,5,1,5,2,5,3,4,5,4,3,3,5,5,1,5,1,3,1,3,4,1,5,1,1,1,3,4,5,5
12089,3,1,2,1,5,1,3,1,5,2,5,1,5,1,5,4,4,5,5,5,4,3,4,2,5,3,4,2,2,1,1,5,5,4,1,4,3,5,1,5,5,1,5,1,5,1,5,5,5,5
12090,3,2,5,2,4,1,3,3,4,3,2,5,2,3,3,2,2,1,1,1,1,5,1,5,1,5,1,5,5,5,4,3,5,1,3,2,3,3,3,3,3,1,5,3,4,1,5,3,4,5
12091,2,3,3,2,4,1,2,2,4,5,3,4,3,3,3,4,3,2,4,2,1,5,2,5,1,4,1,4,5,2,1,5,4,4,1,5,3,5,2,4,2,2,4,1,3,1,5,2,4,4
12092,3,3,4,1,3,3,3,3,1,3,2,4,2,2,2,1,2,2,3,2,4,0,3,3,3,3,1,3,4,4,3,5,3,3,2,3,3,4,2,3,3,3,3,2,2,2,4,2,3,3
12093,3,3,4,1,2,2,4,2,3,4,3,2,4,2,3,3,4,3,4,3,1,4,2,5,2,4,2,4,5,5,4,2,3,1,4,4,5,2,5,4,3,4,5,1,4,1,4,3,5,4
12094,1,5,1,5,1,3,1,3,1,5,5,3,5,4,4,1,5,5,3,5,3,5,4,5,3,5,1,3,5,4,1,5,5,5,2,3,5,3,3,3,4,2,5,2,5,1,3,3,2,5
12095,4,2,5,2,4,2,4,3,5,4,1,4,3,5,2,1,2,1,2,1,4,5,4,1,4,1,1,3,2,4,4,1,4,1,4,1,4,1,4,4,4,2,3,2,3,3,4,3,3,3
12096,4,1,5,1,5,2,4,2,3,2,3,3,5,1,2,1,2,2,2,2,1,5,2,5,1,4,1,5,4,4,5,2,5,3,4,2,4,2,4,4,4,2,5,2,4,1,4,2,4,4
12097,2,3,3,0,3,3,3,3,2,5,3,2,5,2,3,2,3,3,2,2,3,4,4,4,3,2,2,3,4,2,4,2,5,3,4,2,4,1,4,4,4,2,5,2,4,2,4,4,5,4
12098,3,2,1,5,5,5,2,4,3,5,5,3,5,3,5,4,5,5,5,2,5,1,5,1,5,1,5,1,2,3,4,1,5,2,1,3,5,3,3,5,5,2,5,2,5,1,5,4,5,5
12099,1,3,2,4,2,2,2,4,2,5,5,2,5,1,5,5,5,5,5,5,4,4,1,2,4,5,4,1,4,1,1,4,5,3,1,4,2,4,3,2,4,3,4,2,3,3,3,4,5,3
12100,4,1,4,3,5,1,2,2,4,1,4,3,5,5,4,5,5,4,4,3,2,5,3,4,2,5,1,2,4,5,4,4,4,4,1,2,4,3,2,3,4,1,5,1,4,1,2,3,2,5
12101,3,4,5,3,4,2,1,1,3,4,1,5,4,5,5,2,2,1,3,1,2,5,2,4,4,4,2,4,3,4,5,4,3,2,4,2,3,3,4,3,4,2,2,1,4,2,4,1,4,4
12102,1,5,1,5,5,5,1,5,5,5,3,5,5,5,5,5,3,3,3,5,5,1,5,5,1,5,5,5,5,5,5,5,5,3,3,5,1,5,1,5,5,1,5,1,5,1,5,5,5,5
12103,1,3,4,1,3,3,1,4,1,5,1,4,2,3,2,1,2,2,1,2,1,3,1,4,3,5,2,4,4,4,4,2,4,1,4,2,3,1,5,4,3,4,3,2,4,1,3,1,5,4
12104,3,4,3,2,4,1,2,4,4,3,2,2,5,1,1,3,2,1,4,4,1,5,1,5,2,2,2,3,5,4,5,1,5,2,4,1,5,1,5,5,5,1,5,1,4,1,4,4,5,5
12105,4,1,4,1,5,1,4,1,4,3,3,4,5,3,4,4,1,1,1,2,1,5,1,5,1,5,1,5,4,5,4,1,5,1,4,1,4,1,4,4,3,2,5,1,4,1,4,4,4,5
12106,3,3,3,3,4,2,4,4,2,3,5,3,5,3,4,4,4,3,4,4,2,5,2,4,4,3,2,4,4,3,4,3,4,2,2,2,5,2,4,4,4,4,5,4,4,2,4,3,4,4
12107,3,5,4,4,1,4,1,3,3,5,1,5,3,3,5,3,1,1,2,2,1,5,3,3,1,5,1,4,4,3,3,1,4,1,1,1,1,1,4,1,4,1,2,3,4,1,3,4,5,4
12108,1,3,2,5,2,3,3,4,1,5,4,2,4,2,2,2,4,3,3,5,1,5,2,5,1,5,1,5,5,4,4,3,3,3,3,2,4,3,4,3,5,3,5,3,2,2,4,4,5,3
12109,3,3,3,4,2,2,2,3,5,4,2,4,3,2,4,2,2,3,2,4,3,4,3,3,2,3,2,5,2,3,3,2,2,2,2,3,2,2,2,4,2,1,2,1,4,2,4,3,4,5
12110,3,2,3,3,3,3,3,3,3,4,4,2,4,2,3,3,4,3,4,4,3,2,3,2,3,3,3,4,3,3,4,3,5,3,3,0,4,3,4,3,2,2,2,2,4,1,3,2,3,5
12111,4,3,4,2,4,2,3,3,4,3,1,5,4,2,1,1,1,1,1,2,1,5,3,5,1,3,1,5,5,4,3,2,5,1,3,1,5,2,5,4,4,1,4,1,5,1,5,4,4,4
12112,1,3,3,4,3,3,2,2,2,4,3,3,5,1,5,5,5,5,3,5,1,5,2,5,1,5,2,4,4,5,3,3,3,2,1,1,4,4,2,2,2,4,4,1,3,2,4,2,4,4
12113,2,2,1,5,2,1,1,4,2,5,4,2,5,1,2,2,2,3,4,5,1,4,4,5,3,3,2,3,4,2,4,5,5,2,2,3,2,4,1,4,5,1,5,1,5,1,5,4,5,5
12114,2,3,1,4,3,4,4,5,2,4,3,4,4,4,2,4,5,5,3,1,3,2,3,1,4,2,4,0,1,5,4,4,5,4,3,5,4,3,3,4,4,1,5,1,4,1,5,3,5,5
12115,3,3,4,3,3,1,4,3,2,5,4,3,5,1,4,3,4,3,4,5,1,5,1,5,1,4,1,3,3,3,3,1,5,3,2,2,5,3,3,3,4,2,5,1,3,1,4,3,5,5
12116,5,2,4,2,4,4,4,2,4,3,3,2,3,4,3,2,4,2,4,3,2,4,4,4,2,3,3,3,4,4,4,1,4,3,3,2,2,2,4,3,4,4,3,3,4,2,3,3,4,4
12117,1,1,4,5,5,1,1,3,1,3,4,2,5,1,5,3,4,3,3,5,1,5,1,5,1,5,1,5,5,4,2,4,1,3,4,3,4,0,0,1,4,2,5,1,3,1,4,3,5,4
12118,1,4,4,4,3,5,3,5,4,5,4,4,3,1,3,3,2,2,3,2,1,3,2,4,3,5,3,5,4,4,4,4,3,3,2,4,5,4,4,4,3,3,2,2,3,2,3,3,4,3
12119,2,3,5,4,3,3,4,4,4,4,2,4,4,2,4,3,4,3,2,4,4,5,1,5,1,4,1,5,5,5,3,4,5,2,1,4,4,2,2,4,4,1,5,1,5,1,5,2,4,5
12120,1,2,4,2,4,2,3,4,2,3,2,2,4,2,2,2,2,2,2,2,5,4,2,4,1,5,1,5,5,5,5,1,5,2,4,2,5,1,5,5,5,3,4,2,4,2,5,5,4,5
12121,3,3,5,2,5,1,4,2,5,3,1,5,2,5,1,1,2,1,1,1,1,5,2,4,2,4,1,4,5,4,2,5,3,1,2,4,3,2,3,4,5,1,5,1,4,1,5,3,5,5
12122,2,3,4,4,3,3,1,3,4,5,4,3,5,3,4,3,4,3,5,3,2,4,2,3,3,3,1,3,3,3,4,2,5,2,3,2,3,3,3,5,3,1,4,1,4,1,4,2,5,4
12123,3,2,4,2,3,2,3,3,3,3,3,3,5,3,3,3,3,3,3,2,1,4,3,5,2,4,1,3,4,3,4,1,5,1,3,3,5,3,5,5,3,4,4,3,4,1,4,3,4,3
12124,3,3,3,4,2,4,3,2,5,5,2,5,4,2,3,1,4,2,1,3,2,3,2,4,4,4,3,3,4,5,5,5,3,4,2,4,2,4,1,4,5,2,4,1,5,1,4,4,5,5
12125,1,4,4,3,4,2,1,4,1,4,1,4,2,1,1,1,2,1,1,1,5,4,1,5,1,5,1,4,5,5,4,1,4,2,5,1,5,3,5,3,4,3,2,4,3,3,5,4,4,4
12126,5,1,5,1,5,1,4,2,4,2,5,4,4,4,1,1,2,2,2,3,2,5,1,1,1,1,1,2,5,5,5,1,5,2,1,1,2,1,5,4,5,1,2,4,5,1,5,4,2,5
12127,3,3,3,4,2,3,1,2,4,4,4,3,5,4,4,3,4,5,4,4,2,4,5,4,1,3,3,4,4,5,1,5,4,4,1,4,3,3,2,4,3,4,4,2,2,2,3,5,5,4
12128,1,3,4,2,5,1,2,3,2,1,5,2,4,2,4,1,5,5,2,2,2,4,1,4,2,3,2,4,3,3,3,2,1,1,3,4,1,2,3,4,1,2,4,3,3,2,4,2,2,1
12129,2,4,2,4,3,3,1,4,2,5,5,2,4,2,2,4,4,4,4,4,2,4,2,3,2,2,2,4,4,4,4,2,4,2,4,2,5,2,4,5,3,2,5,2,4,1,4,2,4,5
12130,2,5,2,5,2,5,2,4,1,5,3,5,4,2,4,4,3,2,3,4,2,4,1,4,2,4,2,4,5,2,2,4,4,4,1,4,2,2,2,2,4,2,4,2,5,1,5,4,5,5
12131,2,4,2,3,2,3,3,4,2,4,3,3,4,4,1,1,1,1,2,1,1,5,1,5,2,4,1,5,4,5,5,2,4,1,3,1,4,1,3,4,3,3,3,3,3,2,3,2,4,3
12132,3,2,2,3,3,3,4,3,5,2,2,5,2,4,5,5,1,2,5,2,5,1,5,1,5,1,4,1,1,1,3,1,5,1,1,4,2,4,2,3,5,2,4,1,5,1,5,4,3,4
12133,3,4,5,1,5,4,4,2,5,3,4,5,5,2,4,2,4,2,4,4,3,4,4,5,2,5,4,1,5,3,4,5,5,3,2,2,5,1,4,4,4,1,5,1,4,2,3,4,4,4
12134,1,3,3,4,1,4,1,5,1,5,5,3,4,3,4,5,2,5,5,2,1,2,1,4,3,2,3,3,3,3,4,5,2,2,3,5,0,2,2,3,3,4,2,2,3,4,3,2,4,3
12135,2,3,3,3,3,2,2,3,3,3,2,5,2,2,2,3,1,1,3,2,2,3,3,4,4,2,3,4,3,3,3,3,3,2,1,2,3,3,2,2,3,2,2,3,3,2,4,3,2,3
12136,4,1,3,2,3,1,4,4,2,4,5,3,4,3,3,3,4,4,3,2,1,4,1,4,1,3,1,4,4,4,2,2,4,2,4,2,4,1,4,5,3,1,5,1,4,1,5,3,4,4
12137,4,2,4,2,3,2,3,2,5,2,5,3,5,5,4,3,2,2,2,1,3,5,3,3,2,5,2,2,4,4,3,5,4,3,4,5,3,1,5,1,3,2,3,2,4,2,4,3,4,3
12138,1,4,1,5,2,3,2,4,2,4,3,2,4,4,1,3,2,1,4,2,2,2,3,3,4,2,4,1,4,3,4,4,4,2,2,4,4,1,4,3,5,1,5,1,3,2,4,5,5,4
12139,3,5,2,4,4,2,2,3,2,4,4,1,5,4,2,2,5,3,4,4,5,5,2,5,1,4,1,5,5,3,3,2,4,4,2,4,4,4,4,2,2,2,4,1,3,1,3,3,5,4
